type,color,price,sells,month
jeans,black,62.95,31,6
jeans,black,70.21,35,3
jumpsuit,brown,105.57,58,8
jumpsuit,beige,81.95,38,10
jumpsuit,white,46.61,49,1
jumpsuit,pink,104.72,42,7
jumpsuit,green,73.91,17,3
jumpsuit,black,141.54,17,12
jumpsuit,yellow,109.2,79,6
jumpsuit,green,120.63,10,1
jumpsuit,grey,116.92,14,5
jumpsuit,flower,112.3,3,5
jumpsuit,beige,86.71,40,3
jumpsuit,white,52.79,113,6
jumpsuit,beige,90.98,45,3
jumpsuit,black,70.57,8,4
jumpsuit,white,76.34,18,4
jumpsuit,blue,126.57,28,3
jumpsuit,flower,55.69,29,10
jumpsuit,pink,117.87,25,5
jumpsuit,pink,126.3,22,11
jumpsuit,grey,104.21,41,9
jumpsuit,brown,62.04,33,12
jumpsuit,pink,99.81,35,5
jumpsuit,beige,147.09,7,1
jumpsuit,blue,89.52,27,12
jumpsuit,beige,141.84,15,9
jumpsuit,blue,91.4,17,5
jumpsuit,yellow,146.8,16,4
jumpsuit,black,133.36,11,3
jumpsuit,beige,98.2,24,5
jumpsuit,green,100.98,50,7
jumpsuit,green,79.06,89,6
jumpsuit,grey,132.78,15,9
jumpsuit,beige,124.41,14,9
jumpsuit,blue,147.26,12,4
jumpsuit,pink,119.15,22,5
jumpsuit,black,122.62,22,2
jumpsuit,black,92.76,14,11
jumpsuit,blue,113.67,16,4
jumpsuit,beige,56.34,30,10
jumpsuit,flower,128.43,36,8
jumpsuit,grey,60.99,50,12
jumpsuit,blue,97.54,33,11
jumpsuit,pink,68.36,21,9
jumpsuit,yellow,101.7,71,7
jumpsuit,green,46.96,33,9
jumpsuit,green,50.25,48,6
jumpsuit,white,131.46,17,3
jumpsuit,flower,103.77,25,11
jumpsuit,blue,67.59,17,11
jumpsuit,yellow,68.05,84,6
jumpsuit,grey,108.96,17,1
jumpsuit,pink,133.01,16,2
jumpsuit,pink,107.27,10,10
jumpsuit,white,59.91,31,1
jumpsuit,grey,53.39,19,1
jumpsuit,flower,119.26,25,3
jumpsuit,beige,128.61,29,2
jumpsuit,beige,40.25,16,10
jumpsuit,green,77.21,11,2
jumpsuit,black,55.9,70,6
jumpsuit,blue,56.29,52,4
jumpsuit,red,109.78,26,11
jumpsuit,black,130.4,1,11
jumpsuit,green,88.31,41,10
jumpsuit,yellow,71.27,11,10
jumpsuit,red,71.92,44,11
jumpsuit,black,97.14,35,6
jumpsuit,white,59.67,35,4
jumpsuit,black,109.23,24,4
jumpsuit,pink,74.05,96,8
jumpsuit,white,116.96,3,3
jumpsuit,beige,71.03,69,8
jumpsuit,brown,121.69,12,3
jumpsuit,flower,85.93,36,9
jumpsuit,blue,120.58,16,11
jumpsuit,yellow,134.77,27,9
jumpsuit,pink,93.42,84,6
jumpsuit,blue,128.81,7,2
jumpsuit,yellow,135.57,56,7
jumpsuit,yellow,50.87,58,10
jumpsuit,green,117.94,16,4
jumpsuit,beige,46.93,51,1
jumpsuit,brown,109.82,26,1
jumpsuit,pink,145.84,35,6
jumpsuit,beige,90.54,18,5
jumpsuit,yellow,139.06,0,9
jumpsuit,grey,122.97,11,12
jumpsuit,flower,68.91,71,8
jumpsuit,black,65.45,33,3
jumpsuit,flower,68.31,24,4
jumpsuit,brown,102.27,28,11
jumpsuit,white,141.22,18,1
jumpsuit,brown,126.44,5,10
jumpsuit,blue,125.92,8,12
jumpsuit,white,137.1,33,8
jumpsuit,flower,99.9,74,7
jumpsuit,beige,49.41,54,8
jumpsuit,black,80.12,39,3
jumpsuit,green,109.18,13,9
jumpsuit,yellow,119.49,4,9
jumpsuit,red,89.67,38,12
jumpsuit,beige,79.8,43,1
jumpsuit,beige,109.24,34,4
jumpsuit,red,122.91,70,7
jumpsuit,pink,96.46,30,10
jumpsuit,yellow,52.47,34,4
jumpsuit,pink,136.4,42,7
jumpsuit,blue,49.99,8,12
jumpsuit,white,113.19,56,6
jumpsuit,yellow,52.54,42,4
jumpsuit,blue,134.68,8,9
jumpsuit,brown,56.3,56,4
jumpsuit,white,53.19,48,11
jumpsuit,grey,40.17,7,12
jumpsuit,yellow,141.8,34,6
jumpsuit,grey,91.83,54,7
jumpsuit,grey,144.94,11,4
jumpsuit,flower,60.41,20,2
jumpsuit,yellow,42.16,84,6
jumpsuit,brown,127.15,3,5
jumpsuit,yellow,134.79,45,8
jumpsuit,flower,46.56,33,3
jumpsuit,white,90,23,12
jumpsuit,yellow,112.33,48,6
jumpsuit,blue,57.1,46,10
jumpsuit,green,101.39,17,3
jumpsuit,yellow,147.07,4,9
jumpsuit,black,105.17,73,7
jumpsuit,flower,126.32,57,8
jumpsuit,white,51.5,22,3
pants,yellow,73.63,50,11
pants,brown,76.58,31,10
pants,brown,50.76,75,1
pants,brown,69.02,85,2
pants,white,91.08,11,7
pants,blue,59.79,91,1
pants,grey,44.86,44,9
pants,grey,35.12,94,2
pants,flower,43.17,26,7
pants,red,35.66,102,4
pants,black,93.67,29,10
pants,blue,78.56,67,9
pants,pink,70.24,35,12
pants,brown,64.26,64,4
pants,white,67.74,81,10
pants,flower,67.34,57,10
pants,beige,81.74,71,9
pants,red,48.58,50,1
pants,red,69.28,35,12
pants,flower,89.25,57,10
pants,beige,83.61,54,1
pants,beige,85.92,63,11
pants,brown,77.25,42,1
pants,green,52.04,45,10
pants,blue,44.03,28,8
pants,flower,74.43,26,12
pants,white,52.68,88,11
pants,flower,59.01,55,10
pants,beige,51.66,101,1
pants,white,97.55,53,9
pants,grey,78.76,9,8
pants,blue,84.12,53,9
pants,red,51.26,41,5
pants,black,69.28,55,10
pants,black,83.63,73,3
pants,green,32.63,48,5
pants,white,56.56,79,4
pants,pink,33.31,28,6
pants,white,49.25,97,11
pants,blue,64.6,92,1
pants,beige,55.43,112,1
pants,black,42.54,95,12
pants,grey,70.71,64,11
pants,grey,73.62,0,8
pants,grey,55.55,28,7
pants,pink,92.41,47,3
pants,pink,95.85,40,4
pants,yellow,94.44,10,7
pants,green,53.47,15,6
pants,yellow,99.07,31,10
pants,green,95.36,48,1
pants,grey,38.31,115,3
pants,flower,97.04,22,8
pants,black,53.95,43,9
pants,blue,42.67,109,9
pants,yellow,95.47,18,8
pants,brown,47.39,44,3
pants,red,40.01,90,1
pants,red,43.58,67,11
pants,pink,60.27,29,9
pants,brown,76.21,77,3
pants,yellow,56.31,29,8
pants,black,65.92,20,7
pants,black,92.38,22,7
pants,beige,67.77,61,9
pants,flower,94.02,16,11
pants,black,73.87,22,7
pants,black,100,22,2
pants,brown,76.9,62,9
pants,blue,90.46,34,11
pants,grey,56.15,9,6
pants,pink,67.42,46,3
pants,grey,98.12,53,2
pants,beige,42.65,109,10
pants,brown,46.62,15,8
pants,red,68.21,58,10
pants,pink,75.12,55,1
pants,green,93.92,24,6
pants,yellow,78.8,66,12
pants,brown,80.69,11,7
pants,white,34.18,3,6
pants,blue,79.78,42,3
pants,pink,31.43,63,4
pants,red,48.53,120,12
pants,black,82.39,69,5
pants,yellow,86.42,12,7
pants,red,39.85,60,1
pants,grey,80.46,73,12
pants,flower,94.88,56,2
pants,green,45.43,93,4
pants,grey,71.3,78,1
pants,grey,34.74,80,5
pants,blue,38.87,90,10
pants,flower,90.92,31,12
pants,red,93.13,6,8
pants,blue,62.16,99,5
pants,green,90.33,54,12
pants,red,47.83,79,4
pants,grey,53.12,27,6
scarf,beige,31.76,17,5
scarf,beige,19.89,98,1
scarf,blue,37.87,17,4
scarf,grey,22.42,31,11
scarf,grey,39.02,7,3
scarf,red,43.52,12,4
scarf,beige,48.43,7,7
scarf,beige,44.36,6,3
scarf,red,31.41,34,9
scarf,pink,43.81,4,4
scarf,yellow,29.9,89,1
scarf,white,32.77,30,8
scarf,grey,23.07,37,11
scarf,green,29.86,9,3
scarf,grey,25.01,23,9
scarf,pink,27.06,57,1
scarf,brown,12.57,23,11
scarf,pink,24.72,31,10
scarf,blue,31.85,28,6
scarf,blue,11.46,47,10
scarf,green,34.61,14,3
scarf,black,34.88,27,9
scarf,brown,27.64,36,7
scarf,flower,34.34,64,12
scarf,grey,19.81,19,11
scarf,pink,12.44,122,2
scarf,green,32.58,3,6
scarf,brown,13.65,54,2
scarf,pink,34.32,73,12
scarf,red,26.03,26,10
scarf,beige,44.21,11,6
scarf,red,26.23,46,10
scarf,black,40.65,10,11
scarf,grey,11.99,26,9
scarf,white,13.67,16,9
scarf,grey,21.07,106,2
scarf,beige,27.77,80,2
scarf,beige,29.13,4,5
scarf,grey,37.77,6,10
scarf,white,26.93,23,9
scarf,grey,36.4,22,2
scarf,pink,19.38,14,4
scarf,beige,16.1,21,9
scarf,grey,23.15,108,12
scarf,flower,19.27,89,12
scarf,brown,40.09,71,12
scarf,black,28.49,14,7
scarf,pink,14.32,103,2
scarf,red,46.09,16,10
scarf,white,21.07,14,11
scarf,yellow,32.09,33,5
scarf,red,38,15,10
scarf,grey,32.18,29,4
scarf,blue,18.59,48,4
scarf,yellow,23.74,6,9
scarf,grey,23.37,11,6
scarf,black,25.26,33,5
scarf,beige,44.23,61,1
scarf,blue,20.71,37,5
scarf,yellow,15.27,124,1
scarf,white,38.55,22,10
scarf,flower,26.47,50,12
scarf,white,44.11,18,4
scarf,white,20.88,53,2
scarf,flower,47.82,18,10
scarf,blue,32.68,70,1
scarf,blue,46.43,23,12
scarf,pink,21.32,81,12
scarf,flower,32.45,29,5
scarf,pink,41.2,25,9
scarf,brown,36.18,24,8
scarf,white,20.72,38,7
scarf,brown,33.71,10,10
scarf,white,28.16,35,10
scarf,green,39.56,10,9
scarf,green,39.55,13,7
scarf,blue,12.54,50,7
scarf,black,33.49,22,5
scarf,red,33.66,34,9
scarf,pink,30.95,28,2
scarf,brown,26.84,16,3
scarf,white,21.65,29,5
scarf,grey,36.89,11,5
scarf,white,23.73,44,4
scarf,black,43.33,9,3
scarf,flower,11.07,31,5
scarf,red,13.82,15,6
scarf,brown,22.4,40,8
scarf,black,30.01,25,8
scarf,green,23.85,19,5
scarf,grey,34.93,29,3
scarf,yellow,47.51,2,3
scarf,flower,23.56,12,4
scarf,black,21.64,17,3
scarf,beige,22.89,47,2
scarf,red,10.76,29,6
scarf,green,17.69,34,4
scarf,beige,28.4,37,5
scarf,green,42.16,24,7
scarf,yellow,29.83,57,12
scarf,black,49.72,19,10
scarf,beige,17.78,119,2
scarf,black,31.8,36,7
scarf,brown,41.1,62,2
scarf,beige,45.02,26,4
scarf,beige,15.26,27,8
scarf,green,37.87,3,11
scarf,black,39.07,27,6
scarf,brown,46.54,6,8
scarf,red,45.89,0,4
scarf,white,18.48,38,2
scarf,beige,15.29,137,1
scarf,yellow,28.3,33,6
scarf,red,21.4,24,4
scarf,white,43.54,8,8
scarf,flower,48.74,8,9
shirt,blue,57.07,64,7
shirt,brown,53.02,49,11
shirt,flower,70.34,59,10
shirt,white,74.06,39,4
shirt,flower,44.81,62,11
shirt,white,40,39,12
shirt,brown,68.59,40,10
shirt,yellow,35.62,19,2
shirt,black,70.98,29,4
shirt,white,72.95,63,11
shirt,flower,65.69,70,7
shirt,black,62.12,15,1
shirt,grey,63.16,66,11
shirt,brown,72.86,16,8
shirt,grey,32.55,44,1
shirt,flower,34.47,42,4
shirt,brown,77.45,42,6
shirt,pink,74.5,22,10
shirt,black,39.16,56,8
shirt,yellow,65.89,10,1
shirt,beige,43.84,92,11
shirt,red,61.65,37,11
shirt,black,46.91,6,2
shirt,blue,48.11,34,3
shirt,yellow,66.46,71,7
shirt,grey,31.43,53,12
shirt,flower,45.7,19,2
shirt,yellow,28.24,58,4
shirt,white,51.05,31,11
shirt,black,30.29,33,2
shirt,pink,75.73,30,4
shirt,brown,29.8,96,8
shirt,grey,29.33,120,7
shirt,green,64.76,7,12
shirt,black,41.8,43,9
shirt,blue,55.04,30,12
shirt,grey,76.64,8,2
shirt,pink,68.65,25,4
shirt,beige,35.38,43,2
shirt,yellow,54.35,87,4
shirt,white,26.92,128,10
shirt,flower,61.92,51,6
shirt,flower,21.85,59,7
shirt,yellow,48.54,6,12
shirt,black,37.43,50,9
shirt,red,70.24,68,10
shirt,red,37.18,115,9
shirt,beige,45.74,54,6
shirt,pink,61.11,26,6
shirt,yellow,74.61,7,2
shirt,red,43.56,59,6
shirt,red,67.51,21,6
shirt,beige,38.99,62,8
shirt,brown,57.48,71,9
shirt,black,52.48,19,1
shirt,beige,73.97,37,7
shirt,beige,40.65,79,3
shirt,black,70.19,44,6
shirt,beige,54.67,86,4
shirt,pink,49.65,63,4
shirt,white,22.92,144,6
shirt,grey,33.1,28,1
shirt,black,61.92,76,9
shirt,green,22.61,84,10
shirt,blue,70.03,27,6
shirt,white,47.64,95,5
shirt,yellow,21.65,61,6
shirt,flower,34.13,103,6
shirt,blue,76.8,21,6
shirt,green,34.62,80,10
shirt,brown,46.66,65,5
shirt,red,40.62,12,2
shirt,grey,23.88,76,6
shirt,yellow,74.44,25,5
shirt,yellow,69.48,60,7
shirt,brown,78.87,17,12
shirt,red,41.93,102,7
shirt,pink,49.73,18,1
shirt,brown,74.73,55,9
shirt,flower,71.51,20,2
shirt,pink,38.52,81,7
shirt,white,54.36,32,7
shirt,brown,72.98,60,11
shirt,red,38.21,72,5
shirt,flower,58.6,83,5
shirt,red,78.13,52,9
shirt,yellow,47.27,20,12
shirt,beige,23.94,20,1
shirt,red,68.04,23,3
shirt,black,23.03,42,3
shirt,beige,36.29,72,10
shirt,beige,28.89,15,2
shirt,brown,68.34,52,6
shirt,brown,58.79,63,6
shirt,pink,54.52,40,7
shirt,green,43.56,59,8
shirt,black,42.87,63,7
shirt,pink,26.32,121,5
shirt,beige,73.02,46,6
shirt,black,34.14,79,4
shirt,flower,54.15,31,11
shirt,brown,68.94,3,1
shirt,beige,79.92,23,1
shirt,black,42.21,82,9
shirt,red,69.71,64,10
shirt,beige,36.64,101,4
shirt,pink,73.65,14,2
shirt,brown,47.87,6,1
shirt,beige,47.95,80,3
shirt,beige,66.36,16,2
shirt,yellow,60.4,48,6
shirt,beige,24.44,78,4
shirt,black,53.71,80,8
shirt,yellow,77.75,33,9
shirt,grey,35.79,61,8
shirt,red,32.26,107,5
shirt,beige,43.57,25,12
shirt,brown,78.75,24,11
shirt,grey,31.04,122,10
shirt,beige,27.85,61,11
shorts,white,30.25,33,11
shorts,grey,15.03,74,7
shorts,flower,43.81,4,12
shorts,black,28.5,37,3
shorts,blue,20.58,42,4
shorts,green,27.08,14,10
shorts,grey,40.23,16,11
shorts,grey,22.41,40,10
shorts,red,44.47,20,5
shorts,grey,26.25,26,3
shorts,white,29.81,33,10
shorts,beige,44.03,12,12
shorts,black,19.62,34,2
shorts,green,23.64,108,6
shorts,beige,35.18,5,12
shorts,flower,27.03,73,6
shorts,blue,43.02,8,4
shorts,yellow,19.57,47,11
shorts,blue,42.01,13,3
shorts,flower,42.12,17,4
shorts,blue,17.41,78,7
shorts,flower,22.88,29,5
shorts,yellow,30.86,70,7
shorts,white,40.22,33,5
shorts,white,36.96,8,12
shorts,black,27.08,52,6
shorts,red,45.68,3,10
shorts,flower,28.36,30,12
shorts,blue,22.95,22,10
shorts,red,38.5,19,5
shorts,yellow,47.23,4,5
shorts,brown,16.68,18,3
shorts,grey,23.7,43,10
shorts,red,47.07,18,1
shorts,white,30.64,99,7
shorts,black,48.6,23,9
shorts,brown,36.54,7,10
shorts,flower,47.7,9,10
shorts,brown,23.42,46,1
shorts,grey,21.78,30,5
shorts,red,32.86,25,2
shorts,black,19.5,33,3
shorts,white,33.38,53,7
shorts,black,31.49,69,8
shorts,pink,42.26,28,11
shorts,pink,30.33,74,6
shorts,blue,15.84,23,9
shorts,yellow,34.54,5,1
shorts,yellow,33.93,79,8
shorts,blue,20.51,37,4
shorts,pink,37.22,11,4
shorts,green,49.49,14,2
shorts,grey,39.61,6,9
shorts,black,47.79,36,6
shorts,black,31.6,15,10
shorts,brown,23.13,47,4
shorts,green,36.3,23,5
shorts,beige,22.06,36,9
shorts,blue,45.77,10,11
shorts,brown,34.47,1,9
shorts,grey,32.84,35,7
shorts,black,26,19,2
shorts,brown,19.89,33,3
shorts,flower,17.27,26,3
shorts,brown,27.48,98,8
shorts,black,30.78,40,10
shorts,flower,17.44,18,12
shorts,flower,41.61,44,6
shorts,flower,15.26,65,8
shorts,white,18.59,20,12
shorts,pink,20.72,27,1
shorts,red,26.22,18,1
shorts,black,36.77,70,6
shorts,red,26.37,79,6
shorts,beige,32.48,10,11
shorts,red,49.84,27,8
shorts,grey,30.29,13,4
shorts,yellow,20.82,36,1
shorts,beige,34.94,31,2
shorts,brown,41.23,46,8
shorts,flower,33.89,4,10
shorts,beige,26.21,11,10
shorts,yellow,49,17,5
shorts,red,31.48,30,1
shorts,black,49.21,13,5
shorts,flower,21.6,73,6
shorts,brown,15.88,94,8
shorts,yellow,22.15,28,5
shorts,blue,47.19,9,5
shorts,green,48.58,37,6
shorts,black,32.8,87,8
shorts,black,27.38,22,5
shorts,pink,45.3,43,6
shorts,blue,17.47,33,5
shorts,brown,32.74,31,3
shorts,beige,46.13,23,11
shorts,pink,15.07,16,3
shorts,pink,24.85,12,9
shorts,grey,49.89,18,11
shorts,brown,44.33,45,7
shorts,white,45.67,8,5
shorts,flower,15.49,20,10
shorts,red,16.37,45,4
shorts,green,33.87,12,2
shorts,red,31.17,11,11
shorts,white,42.46,10,1
shorts,yellow,49.29,4,5
shorts,red,30.69,105,7
shorts,green,34.18,68,8
shorts,pink,45.25,6,11
shorts,yellow,40.29,4,1
shorts,flower,28.76,34,2
shorts,pink,18.3,15,9
shorts,blue,20.16,72,8
shorts,beige,20.91,117,6
shorts,flower,38.9,30,3
sneakers,yellow,55.85,78,3
sneakers,pink,135.19,50,11
sneakers,red,141.91,29,9
sneakers,blue,119.35,24,2
sneakers,flower,105.52,44,4
sneakers,yellow,83.93,54,5
sneakers,yellow,104.22,49,6
sneakers,black,110.33,59,3
sneakers,white,68.12,43,8
sneakers,yellow,139.39,1,2
sneakers,grey,52.93,43,12
sneakers,blue,123.95,20,6
sneakers,grey,92.53,62,11
sneakers,green,127.57,30,4
sneakers,red,137.85,23,2
sneakers,green,116.11,77,11
sneakers,pink,51.75,125,5
sneakers,blue,78.35,41,6
sneakers,white,125.92,27,9
sneakers,brown,136.99,22,6
sneakers,green,69.52,68,8
sneakers,green,110.02,64,10
sneakers,beige,117.31,27,6
sneakers,beige,105.14,69,11
sneakers,black,144.78,20,6
sneakers,blue,145.41,40,7
sneakers,grey,142.64,26,1
sneakers,black,122.12,44,9
sneakers,white,43.22,19,1
sneakers,pink,119.17,56,11
sneakers,white,60.89,48,12
sneakers,green,83.12,25,2
sneakers,red,136.77,21,7
sneakers,beige,102.05,24,12
sneakers,red,95.61,57,4
sneakers,beige,110.21,19,12
sneakers,black,108.77,59,9
sneakers,green,61.93,128,6
sneakers,beige,94.12,15,12
sneakers,brown,58.59,51,11
sneakers,green,110.68,8,2
sneakers,brown,68.28,21,1
sneakers,pink,67.17,14,1
sneakers,yellow,130.35,17,12
sneakers,flower,84.83,86,5
sneakers,flower,89.53,67,6
sneakers,black,109.75,57,11
sneakers,blue,118.17,77,5
sneakers,black,115.32,45,9
sneakers,black,55.83,50,10
sneakers,green,59.75,124,4
sneakers,green,83.64,103,11
sneakers,blue,121.24,70,5
sneakers,green,94.7,55,10
sneakers,beige,51.59,44,6
sneakers,brown,120.42,73,10
sneakers,blue,65.55,46,8
sneakers,white,75.11,111,5
sneakers,brown,85.9,18,2
sneakers,black,119.1,58,7
sneakers,grey,46.58,51,3
sneakers,beige,97.33,61,9
sneakers,brown,124.44,50,3
sneakers,blue,88.68,94,4
sneakers,pink,46.88,76,5
sneakers,red,110.64,30,12
sneakers,red,105.26,37,12
sneakers,beige,86.18,73,3
sneakers,grey,114.61,17,1
sneakers,brown,139.79,45,8
sneakers,beige,139.98,23,5
sneakers,beige,52.8,102,6
sneakers,red,123.66,66,6
sneakers,beige,147.69,42,9
sneakers,white,89.69,77,4
sneakers,brown,89.23,86,11
sneakers,blue,126.9,36,11
sneakers,green,145.8,18,7
sneakers,grey,94.98,17,1
sneakers,white,43.72,111,8
sneakers,black,98.58,28,12
sneakers,yellow,135.96,39,4
sneakers,white,51.56,86,9
sneakers,blue,92.19,14,1
sneakers,red,49.88,62,5
sneakers,flower,117.32,23,8
sneakers,white,72.31,7,1
sneakers,yellow,138.98,11,2
sneakers,blue,49.87,111,5
sneakers,black,69.14,82,10
sneakers,yellow,64.45,116,8
sneakers,red,126.94,48,10
sneakers,blue,65.48,79,5
sneakers,yellow,76.68,97,7
sneakers,blue,119.86,40,8
sneakers,grey,45.97,133,7
sneakers,pink,88.03,100,8
sneakers,green,109.46,36,8
sneakers,beige,85.41,93,7
sneakers,brown,68.18,98,10
sneakers,white,106.61,53,4
sneakers,red,72.33,42,11
sneakers,yellow,147.75,38,11
sneakers,white,148.03,20,7
sneakers,pink,79.1,60,10
sneakers,pink,123.58,77,7
sneakers,grey,54.01,79,7
sneakers,red,57.29,30,12
sneakers,grey,47.46,119,9
sneakers,yellow,57.51,129,5
socks,pink,3.4,118,11
socks,brown,14.73,20,6
socks,yellow,7.04,51,9
socks,pink,13.36,25,2
socks,grey,8.27,41,9
socks,red,11.55,75,9
socks,grey,10.27,86,11
socks,black,11.17,72,10
socks,yellow,4.73,82,10
socks,green,8.8,46,12
socks,flower,14.82,50,9
socks,grey,5.16,51,7
socks,white,9.57,47,5
socks,white,7.32,109,12
socks,flower,3.9,119,6
socks,beige,11.68,67,7
socks,black,12.62,61,9
socks,green,4.37,131,11
socks,flower,11.26,57,1
socks,green,5.96,126,9
socks,blue,9.26,93,8
socks,green,12.05,59,9
socks,pink,10.21,75,4
socks,beige,8.33,69,4
socks,black,5.9,37,6
socks,black,3.83,107,5
socks,beige,6.77,86,2
socks,blue,4.8,68,9
socks,green,3.68,74,1
socks,white,12.92,59,12
socks,blue,3.9,136,11
socks,yellow,10.9,54,9
socks,pink,3.45,85,7
socks,pink,3.38,84,6
socks,flower,9.33,68,5
socks,grey,5.87,108,6
socks,red,9.09,36,3
socks,beige,14.95,22,11
socks,pink,4.04,143,9
socks,black,10.46,25,6
socks,green,14.09,23,12
socks,pink,12.12,58,11
socks,black,8.18,103,8
socks,green,5.43,66,1
socks,blue,9.69,44,8
socks,beige,11.27,36,6
socks,black,14.19,19,2
socks,grey,4.02,118,8
socks,pink,8.1,59,5
socks,blue,11.84,39,7
socks,red,8.42,35,5
socks,brown,9.24,91,6
socks,beige,6.97,50,11
socks,white,14.96,25,4
socks,grey,3.25,120,12
socks,red,12.65,41,8
socks,beige,7.17,85,7
socks,blue,9.32,68,7
socks,pink,9.93,73,10
socks,pink,3.08,144,11
socks,brown,10.26,51,6
socks,green,11.3,77,12
socks,blue,5.82,64,2
socks,yellow,14.63,42,12
socks,pink,14.86,20,1
socks,grey,13.54,50,10
socks,blue,9.87,76,9
socks,beige,5.17,105,9
socks,beige,14.59,52,5
socks,brown,4.44,75,6
socks,black,9.54,42,8
socks,brown,4.45,79,9
socks,green,12.36,55,4
socks,pink,4.79,54,12
socks,flower,10.49,53,4
socks,grey,12.95,40,10
socks,red,4.84,120,10
socks,green,8.58,56,5
socks,grey,4.75,71,12
socks,yellow,7.62,64,10
socks,red,4.48,109,4
socks,blue,7.64,106,3
socks,pink,5.7,37,12
socks,black,12.04,69,12
socks,blue,6.81,50,12
socks,blue,4.93,113,11
socks,green,12.45,27,3
socks,green,7.36,72,9
socks,brown,13.11,30,7
socks,blue,12.4,20,3
socks,black,13.99,25,7
socks,yellow,12.62,31,5
socks,black,9.28,99,5
socks,flower,4.97,132,1
socks,flower,12.41,67,1
socks,white,11.84,53,7
socks,grey,7.14,62,12
socks,flower,14.29,22,3
socks,pink,5.69,39,3
socks,grey,13.03,29,6
socks,pink,11.71,53,12
socks,brown,8.7,35,11
socks,beige,4.82,129,4
socks,flower,6.73,104,8
socks,black,3.61,67,11
socks,green,6,69,4
socks,green,3.54,48,4
socks,green,4.89,129,9
socks,green,13,51,4
socks,beige,3.7,60,7
socks,flower,10.26,29,9
socks,green,5.35,108,12
socks,brown,13.44,45,3
socks,blue,13.91,27,2
socks,white,13.43,48,11
socks,pink,7.28,82,12
sweater,black,115.68,27,9
sweater,brown,109.1,49,10
sweater,brown,68.85,25,5
sweater,grey,69.98,68,2
sweater,yellow,47.34,27,7
sweater,green,101.22,36,1
sweater,green,100.44,41,1
sweater,brown,112.54,17,4
sweater,white,111.58,50,11
sweater,blue,114.61,4,4
sweater,yellow,104.06,30,1
sweater,blue,72.65,101,10
sweater,black,108.71,26,1
sweater,white,80.52,70,9
sweater,red,74.57,8,5
sweater,grey,95.99,43,12
sweater,red,76.94,15,7
sweater,flower,60.59,22,8
sweater,green,47.23,65,9
sweater,brown,117.59,3,5
sweater,white,94.26,40,1
sweater,black,86.36,71,11
sweater,black,50.81,7,7
sweater,yellow,104.66,10,5
sweater,brown,47.79,15,3
sweater,flower,52.66,30,6
sweater,flower,103.84,14,8
sweater,red,116.22,20,3
sweater,white,112.3,51,1
sweater,green,91.7,23,4
sweater,yellow,72.4,25,6
sweater,white,104.87,24,5
sweater,grey,111.68,49,2
sweater,grey,104.16,24,7
sweater,flower,64.59,96,9
sweater,black,112.12,53,11
sweater,black,64.78,104,10
sweater,black,98.84,45,9
sweater,pink,83.39,27,6
sweater,yellow,77.95,28,4
sweater,white,49.87,46,11
sweater,black,116.74,13,7
sweater,white,68.62,20,3
sweater,white,85.54,94,9
sweater,green,48.73,117,9
sweater,blue,99.44,12,5
sweater,grey,108.07,42,1
sweater,green,49.8,42,7
sweater,beige,118.87,10,7
sweater,beige,97,0,6
sweater,white,42.69,65,10
sweater,blue,119.17,7,3
sweater,black,108.05,29,9
sweater,black,118.45,15,8
sweater,green,103.96,65,1
sweater,black,60.74,23,4
sweater,pink,66.82,28,3
sweater,green,82.25,11,8
sweater,black,98.98,21,6
sweater,beige,59.52,105,1
sweater,black,88.52,88,11
sweater,white,65.76,58,1
sweater,grey,101.41,43,10
sweater,brown,55.6,114,1
sweater,black,119.71,16,8
sweater,blue,87.93,18,7
sweater,pink,100.21,21,6
sweater,flower,112.87,13,5
sweater,flower,66.5,56,2
sweater,white,102.88,27,2
sweater,black,111.09,48,2
sweater,blue,95.06,43,11
sweater,beige,42.24,147,9
sweater,flower,51.47,6,5
sweater,white,86.06,24,8
sweater,grey,63.35,54,1
sweater,brown,92.89,23,8
sweater,pink,110.44,47,11
sweater,beige,53.68,55,6
sweater,green,45.64,56,5
sweater,red,64.53,100,1
sweater,pink,98.55,31,12
sweater,pink,95.44,24,8
sweater,blue,115.52,37,2
sweater,yellow,118.2,14,8
sweater,yellow,84.86,15,8
sweater,yellow,69.83,117,9
sweater,beige,93.9,30,11
sweater,white,118.17,27,10
sweater,blue,65.53,101,10
sweater,black,80.36,45,9
sweater,red,117.17,19,1
sweater,white,53.27,71,9
sweater,brown,105.58,53,10
sweater,beige,45.89,35,4
sweater,black,116.85,21,8
sweater,blue,96.53,11,4
sweater,yellow,112.89,20,5
sweater,beige,52.53,19,6
sweater,beige,98.68,29,1
sweater,grey,84.52,72,2
sweater,red,53.19,92,11
sweater,beige,44.86,143,9
sweater,flower,56.03,123,12
sweater,brown,71.1,17,5
sweater,brown,65.94,25,3
sweater,flower,94.77,46,12
sweater,yellow,69.6,107,11
sweater,red,96.51,69,9
sweater,blue,108.93,14,8
sweater,red,87.51,55,9
sweater,brown,58.41,126,12
sweater,red,41.51,54,3
sweater,yellow,95.18,27,6
sweater,grey,90.42,5,8
sweater,grey,50.43,50,2
sweater,brown,67.77,69,12
sweater,white,82.31,19,8
sweater,grey,119.29,4,3
t-shirt,brown,38.16,44,3
t-shirt,blue,28.84,24,2
t-shirt,flower,12.94,68,3
